tweet,klasifikasi
"Corona di Indonesia?

Jawa Timur = Hubei
Surabaya = Wuhan

#COVID19 
#COVID19Indonesia",neutral
"Persentase per sebaran #covid19 14 Juli 2020 #covid19indonesia

Sumatera : 7,482
Aktif : 3,373 (45,1%)
Sembuh : 3,694 (49,4%)
Meninggal : 415 (5,5%

Jawa : 44,824
Aktif : 20,894 (46,6%)
Sembuh : 21,819 (48,7%)
Meninggal : 2,465 (5,5%)",negative
"Sebuah instansi bumn di kawasan jakarta pusat terdapat 3 karyawan terpapar covid 19. Sayangnya sepertinya tidak terdeteksi oleh pihak berwenang dan sampai sekarang tidak ada penutupan terhadap instansi tersebut

#CovidDKImeroketPicuResesi #COVID__19 #COVID19 #covid19indonesia",negative
"Dear covid-19 kapan sih ilangnya!!! Gila banget gara2 lu 2event besar yg gw tunggu2 bener2 keundur sampai tahun depan  
#COVID19 #COVID19indonesia",negative
"Kalau mmg covid19 itu tidak benar adanya, atau sengaja diinfeksikan kepada banyak orang untuk kepentingan bisnis, lalu mengapa negara2 banyak yang resesi, banyak tenaga medis yang mengeluh dan menderita setiap harinya.
#covid19 #IndonesiaSudahBangkrut #COVID19indonesia",positive
Kalau saja biaya #SWAB sama dengan tarif #RAPPID atau bahkan digratiskan  mungkin kasus #COVID19 di Indonesia gak akan sebnanyak sekarang. #hanyapendapat #Corona #coronaindonesia #COVID19indonesia,positive
"Kenapa sekarang sekolah belum dibuka, Apakah untuk dijadikan lahan bisnis vaksin nanti? #covid #COVID19 #COVID19indonesia #corona",neutral
"Beres #covid19 , ortu bisa ngambil sertifikasi gratis di dinas pendidikan setempat
#COVID19indonesia",positive
"PER SENIN, 27 JULI 2020 MASUK ANGKA SERATUS RIBU LEBIH YAA
#KuatKitaBersinar 

 #INDONESIA #COVID19 #COVID19indonesia",positive
"Rabu, 22 juli 
Sudah tidak adalagi pengumuman berita terkait penambahan pasien covid yang POSITIF SEMBUH MENINGGAL

#KitaKuat 
#KuatKitaBersinar
#StopBeritaKetakutan 

 #INDONESIA #COVID19 #COVID19indonesia",positive
"Jadi dikala pandemik gini dikala pemerintah sibuk sosialisasiin jaga jarak, lah kok ada loh BLU sebuah kementrian malah buat meeting di Bandung. Ampun deh
#COVID19 #covid19Indonesia",positive
"Kita yang di jagad Twitter ini pasti setuju, bahwa kita MUAK melihat tingkah orang-orang yang tidak percaya kalau #covid19 itu nyata, termasuk MUAK kepada mereka yang berdalih covid-19 adalah akal bisnis para tenaga kesehatan! #covid19Indonesia",negative
"Corona di Indonesia?

Jawa Timur = Hubei
Surabaya = Wuhan

#COVID19 
#COVID19Indonesia",neutral
"Persentase per sebaran #covid19 14 Juli 2020 #covid19indonesia

Sumatera : 7,482
Aktif : 3,373 (45,1%)
Sembuh : 3,694 (49,4%)
Meninggal : 415 (5,5%

Jawa : 44,824
Aktif : 20,894 (46,6%)
Sembuh : 21,819 (48,7%)
Meninggal : 2,465 (5,5%)",negative
"Jika lewat udara tidak mempan lagi untuk menakut nakuti masyarakat, saya pikir covid 19 bisa menular lewat perasaan #COVID__19 #COVID19 #covid #COVID19indonesia",neutral
"Apakah relevan harus menunggu 1 tahun lagi untuk dapat ikut ujian masuk perguruan tinggi, gara gara dinyatakan positif Covid-19 ?

#UTBKSBMPTN2020
#utbk2020 
#pendidikan 
#kemendikbud 
#COVID19 
#COVID19indonesia",positive
"Semenjak ada Corona, semua orang jadi atlet sepeda!

#COVID19indonesia #COVID19 #sepeda #gowes #NewNormal #goblok #gengsi",positive
"Pak Jokowi : saya minta ada terobosan yang gak datar2 aja.

Mentan : *hold my kalung kayu putih*

#covid19
#COVID19indonesia",positive
"Apa cuma gue aja yg masih khawatir keluar di kerumunan orang?
#COVID19 
Kapan akan berakhir?
#COVID19indonesia",neutral
"RSU overload karena banyaknya pasien corona

Terus kenapa lu bikin RS darurat corona di pulau galang nan jauh disana 

Yang mau berobat kesana siapa, jurig nyiliwuri ya 

#COVID19
#COVID19indonesia
#ILCPresidenMarah",positive
"Koruptor menjadi napi, menyulap fasilitas bui hanya soal transaksi.
     DUNIA MULAI TAK WARAS 

@NajwaShihab
 
@nyak_tjut
 
@AbdulOmtm
 
@peugetluchu
 
#Viral #Covid_19 #COVID19 #TrumpIsARacist #JHONKE #IndonesiaAbnormal #COVID19indonesia",negative
"Kasus #COVID19indonesia bertambah
Indonesia :
-Hentikan PSBB
-Buka tempat wisata(secara bertahap :v)
-Buka Mal/Rumah makan/dll(dengan protokol kesehatan :v)
Yah namanya buka yah intinya orang datang emangnya #covid19 langsung mati diudara?
#indonesiaterserah #IndonesiaAbnormal",neutral
"#COVID19 memang tragedi, tapi lebih tragedi lagi menghadapi #COVID19 di Indonesia.. #covid19Indonesia karena banyak yg uda sakti ngga pake #masker",positive
"Bahkan ada oknum Nakes yang mempercayai bahwa Covid-19 adalah konspirasi politik.. jadi siapa yang mau Help
#COVID19 #COVIDー19 #COVID19indonesia #COVID2019",positive
"Beneran dah, ini saat yang tidak mudah untuk para owner perusahaan tempat kita bekerja, lalu apa yg lebih baik selain mendoakan mereka di saat badai spt ini, dengan sebaik baiknya doa!!! karena lewat mereka Allah titipkan rejeki kita...!!!! #COVID19 #COVID19indonesia",positive
"Covid 19 tidak membunuh, tapi memperparah penyakit lamamu
#newnormalindonesia adalah :
1. Hidup bersih dan sehat
2. Menjaga diri dan orang lain
3. Beraktivitas seperti biasanya

Lockdown adalah keberhasilan dari konspirasi batuk, bersin dan ludah

#COVID19 #COVID19indonesia",positive
"Apakah pemerintah berharap dengan dermawan"" untuk menutupi ketidakmerataan bantuan dari pemerintah?
#IndonesiaAbnormal #COVID19 #COVID19indonesia",neutral
"Kasus #Covid19 Indonesia per 16 Juni 2020

Total cases : 40,400 +1,106

Aktif             : 22,466 +493 (55,6%)
Sembuh     : 15,703 +580 (38,9%)
Meninggal  : 2,231 +33 (5.5%)

Total Tes : 540,115

#COVID19Indonesia #CoronaIndonesia",negative
"Semenjak ada Corona, semua orang jadi atlet sepeda!

#COVID19indonesia #COVID19 #sepeda #gowes #NewNormal #goblok #gengsi",positive
"Pak Jokowi : saya minta ada terobosan yang gak datar2 aja.

Mentan : *hold my kalung kayu putih*

#covid19
#COVID19indonesia",positive
"Apa cuma gue aja yg masih khawatir keluar di kerumunan orang?
#COVID19 
Kapan akan berakhir?
#COVID19indonesia",neutral
"RSU overload karena banyaknya pasien corona

Terus kenapa lu bikin RS darurat corona di pulau galang nan jauh disana 

Yang mau berobat kesana siapa, jurig nyiliwuri ya 

#COVID19
#COVID19indonesia
#ILCPresidenMarah",positive
"Koruptor menjadi napi, menyulap fasilitas bui hanya soal transaksi.
     DUNIA MULAI TAK WARAS 

@NajwaShihab
 
@nyak_tjut
 
@AbdulOmtm
 
@peugetluchu
 
#Viral #Covid_19 #COVID19 #TrumpIsARacist #JHONKE #IndonesiaAbnormal #COVID19indonesia",negative
"Kasus #COVID19indonesia bertambah
Indonesia :
-Hentikan PSBB
-Buka tempat wisata(secara bertahap :v)
-Buka Mal/Rumah makan/dll(dengan protokol kesehatan :v)
Yah namanya buka yah intinya orang datang emangnya #covid19 langsung mati diudara?
#indonesiaterserah #IndonesiaAbnormal",neutral
"#COVID19 memang tragedi, tapi lebih tragedi lagi menghadapi #COVID19 di Indonesia.. #covid19Indonesia karena banyak yg uda sakti ngga pake #masker",positive
"Bahkan ada oknum Nakes yang mempercayai bahwa Covid-19 adalah konspirasi politik.. jadi siapa yang mau Help
#COVID19 #COVIDー19 #COVID19indonesia #COVID2019",positive
"Beneran dah, ini saat yang tidak mudah untuk para owner perusahaan tempat kita bekerja, lalu apa yg lebih baik selain mendoakan mereka di saat badai spt ini, dengan sebaik baiknya doa!!! karena lewat mereka Allah titipkan rejeki kita...!!!! #COVID19 #COVID19indonesia",positive
"Covid 19 tidak membunuh, tapi memperparah penyakit lamamu
#newnormalindonesia adalah :
1. Hidup bersih dan sehat
2. Menjaga diri dan orang lain
3. Beraktivitas seperti biasanya

Lockdown adalah keberhasilan dari konspirasi batuk, bersin dan ludah

#COVID19 #COVID19indonesia",positive
"Apakah pemerintah berharap dengan dermawan"" untuk menutupi ketidakmerataan bantuan dari pemerintah?
#IndonesiaAbnormal #COVID19 #COVID19indonesia",neutral
"Kasus #Covid19 Indonesia per 16 Juni 2020

Total cases : 40,400 +1,106

Aktif             : 22,466 +493 (55,6%)
Sembuh     : 15,703 +580 (38,9%)
Meninggal  : 2,231 +33 (5.5%)

Total Tes : 540,115

#COVID19Indonesia #CoronaIndonesia",negative
"Lah ini yang punya tetangga ngerasa tetangganya kaga ada yang kurang kok dibilang 20 orang (positif) giliran mau ngejelasin diancam gaboleh ngomong
Ki yo asu,  jingan... 
#COVID19 
#COVID19indonesia 
#pedagangpasar 
#pasar
#NewNormal",positive
"New Normal adalah bahasa politis dari Herd Immunity

#COVID19indonesia #COVID19",positive
"Besok, angka kematian karena virus asal Cina di Jawa Timur akan melampaui DKI Jakarta.

Hari ini hanya selisih 5 penderita meninggal dunia.

#COVID19
#COVID19Indonesia
#Coronavirus
#SARSCoV2
#ChinaVirus
#中国肺炎
#中国病毒",neutral
"Berpaling muka pada penyakit seperti TBC/Jantung hanya gara-gara setiap hari kita disuguhi oleh tontonan tentang COVID19.. Please, do the math on COVID19 VS TBC here in Indonesia #COVID19 #COVID19indonesia #Corona #CoronaVirusUpdate #TBC #tuberculosis",neutral
"Kegiatan posko covid 19 di kelurahan Candi kec.kumai  hari ini adalah
Bagi bagi masker ke seluruh area candi. Setelah acara selesai ngadain karaoke. Pesta kaya habis dapat penghargaan menghadapi pandemi .... 
Terimakasih kerja kerasnya...
#COVID19indonesia 
#relawan
#COVID19",positive
"Sejak ditetapkan sebagai pandemi, banyak sekali instansi yg mengeluarkan grafik analisis dan simulasi terkait Covid-19. Namun masih banyak yg belum tau bagaimana model perhitungan prediksi dan simulasi tersebut. 
#Covid19 #COVID19indonesia #statistika #DataAnalytics #datains",positive
"Kmrn denger di Batam ada klaster baru, jumlahnya banyak. Hari ini di salah satu Desa Sidoarjo.  



Sedih. Banget. 

#RakyatSambutNewNormal #COVID19 #COVID19indonesia",negative
"penanganan Covid19 itu seperti mencari jarum di dalam tumpukan jerami wkwk.

#COVID19 
#COVID19indonesia",neutral
"Kalo misalkan dari Bekasi ke Sumedang pulang-pergi cuman mau ngambil barang dan baju di kosan tuh bakal dibolehin gak sih...?

#Corona #Covid19 #Covid19Indonesia #Bekasi #Sumedang #Bandung #Jatinangor",negative
"Sambung hubunganmu dengan الله, Dia akan menyambungkan hubunganmu dengan sesama hamba yang Dia cintai.
#darihati #ikhramhusin #relationshipgoals #relation #perhubungan #covid19 #covid_19 #covid19malaysia #cinta #covid19indonesia #spreadlove #love #mentalhealth #kesihatanmental",positive
"Disaat mayoritas kota di indonesia bersiap new normal
Eh tau tau minoritas kota di indonesia kena transmisi lokal
Gimana rasanya?
#COVID19 #COVID19indonesia #coronavirus #DisiplinProtokolNewNormal #NewNormal #tolakjaditarget",positive
"Selagi masa pandemi gini jangankan nyari kerjaan baru trs diterima, yg kerja sudah lama saja pada kena PHK, ya Tuhan semoga penyebaran covid-19 cepat berlalu dan semuanya kembali dlm keadaan normal. Amin 

#COVID19indonesia 
#COVID19",positive
#COVID19 #COVID19indonesia VIRUS KOK DI PORTAL DI PALANGI GENTER... HAYO MBLOBOS!!!!,neutral
"Sooo kemarin2 di twitter berseliweran tulisan Rumah sakit dan Puskesmas butuh donasi #APD (Coverall, masker, n95, gloves) akhir2ini kok ga ada ya. Ini beneran udah tercukupi, atau disuruh tarik postingan ya?  #Covid19 #COVID19INDONESIA",negative
"bikin hoax, kadung tersebar, lalu klarifikasi, dan sudah merasa cukup. padahal klarifikasinya tidak menyentuh semua yang kadung terpapar hoaxnya. kalau mau kritis, tetap pakai data. #covid19 #covid19indonesia",neutral
"Kegiatan posko covid 19 di kelurahan Candi kec.kumai  hari ini adalah
Bagi bagi masker ke seluruh area candi. Setelah acara selesai ngadain karaoke. Pesta kaya habis dapat penghargaan menghadapi pandemi .... 
Terimakasih kerja kerasnya...
#COVID19indonesia 
#relawan
#COVID19",positive
"Sejak ditetapkan sebagai pandemi, banyak sekali instansi yg mengeluarkan grafik analisis dan simulasi terkait Covid-19. Namun masih banyak yg belum tau bagaimana model perhitungan prediksi dan simulasi tersebut. 
#Covid19 #COVID19indonesia #statistika #DataAnalytics #datains",positive
"Kmrn denger di Batam ada klaster baru, jumlahnya banyak. Hari ini di salah satu Desa Sidoarjo.  



Sedih. Banget. 

#RakyatSambutNewNormal #COVID19 #COVID19indonesia",negative
"penanganan Covid19 itu seperti mencari jarum di dalam tumpukan jerami wkwk.

#COVID19 
#COVID19indonesia",neutral
"Kalo misalkan dari Bekasi ke Sumedang pulang-pergi cuman mau ngambil barang dan baju di kosan tuh bakal dibolehin gak sih...?

#Corona #Covid19 #Covid19Indonesia #Bekasi #Sumedang #Bandung #Jatinangor",negative
"Sambung hubunganmu dengan الله, Dia akan menyambungkan hubunganmu dengan sesama hamba yang Dia cintai.
#darihati #ikhramhusin #relationshipgoals #relation #perhubungan #covid19 #covid_19 #covid19malaysia #cinta #covid19indonesia #spreadlove #love #mentalhealth #kesihatanmental",positive
"Disaat mayoritas kota di indonesia bersiap new normal
Eh tau tau minoritas kota di indonesia kena transmisi lokal
Gimana rasanya?
#COVID19 #COVID19indonesia #coronavirus #DisiplinProtokolNewNormal #NewNormal #tolakjaditarget",positive
"Selagi masa pandemi gini jangankan nyari kerjaan baru trs diterima, yg kerja sudah lama saja pada kena PHK, ya Tuhan semoga penyebaran covid-19 cepat berlalu dan semuanya kembali dlm keadaan normal. Amin 

#COVID19indonesia 
#COVID19",positive
#COVID19 #COVID19indonesia VIRUS KOK DI PORTAL DI PALANGI GENTER... HAYO MBLOBOS!!!!,neutral
"Sooo kemarin2 di twitter berseliweran tulisan Rumah sakit dan Puskesmas butuh donasi #APD (Coverall, masker, n95, gloves) akhir2ini kok ga ada ya. Ini beneran udah tercukupi, atau disuruh tarik postingan ya?  #Covid19 #COVID19INDONESIA",negative
"bikin hoax, kadung tersebar, lalu klarifikasi, dan sudah merasa cukup. padahal klarifikasinya tidak menyentuh semua yang kadung terpapar hoaxnya. kalau mau kritis, tetap pakai data. #covid19 #covid19indonesia",neutral
"dianya makin uwu lah aku ko makin kya babu-covid19
#COVID19 #COVID19indonesia #dirumahsaja #FolloForFolloBack",positive
"Apa cuman aing yang merasakan LEBARAN taun 2020 kek kaga lebaran:)
#COVID19indonesia #Lebaran2020 #covid19 #LebaranDiRumahAja",positive
"Donor Plasma Darah, menurutku cara alternatif buat penyembuhan Covid-19, karena kodrat dari plasma darah adalah membantu melawan infeksi yakni bisa virus maupun bakteri. Yuk yg sehat seger bugar, donor darah kalian. #COVID19 #COVID19indonesia",positive
"ADA APA DENGAN 3 PULAU BESAR DI LUAR PULAU JAWA PADA BAGIAN PROVINSI SELATANNYA?

#Coronavirusindonesia
#covid19
#IndonesiaMelawanCovid19 
#COVID19indonesia",neutral
"Semenjak corona di indonesia berkata :
Corona : gw makmur di indonesia
Corona : orang indonesia pada nyaman ma gw.
#COVID19 #BersatuLawanCovid19 #COVID19indonesia #PolisiTakutJubahPutih 
#EidUlFitr",positive
"Wong Bodo/goblok, wes di contohi wes akeh seng modar tp iseh ngeyel.. Dadine mbedegel dewe 
#COVID19 #COVID19indonesia",neutral
"Covidah Rahmadani kapan kamu mudik ke negara asalmu
#COVID19indonesia #pandemic #Covid19",neutral
"corona ga ilang-ilang,pulang kampung ga bisa heu disini manusia cuman bisa bersabar menunggu kabar kapan covid 19 bisa musnah dari negeri kita #bacotsantuy #COVID__19 #IndonesiaMelawanCovid19 #BersatuLawanCovid19 #trendingtopic #DukungUUCorona #COVID19 #COVID19indonesia",neutral
"Mencegah penularan segan, diisolasi tak mau.

Mau mencegah mudharat apamu.

#COVID19 #COVID19indonesia",neutral
"Mall dibuka, kalangan abangan dan sekuler kampret pada rusuh mengunjungi cuma buat beli pakaian baru dan jalan-jalan. Tanpa peduli protokol kesehatan.

#COVID19indonesia #covid19 #indonesiaterserah",positive
"Saya sholat ide dirumah saja..
#IdulFitri #COVID19 #COVID19indonesia #Libur",neutral
"1/22: Di tengah wabah #COVID19, jumlah penerbangan sudah turun 80% - 90% di Indonesia dan 65% di Asia Pasifik. Apa kabarnya buat kita-kita yang penerbangannya dicancel dan menunggu refund?  #COVID19indonesia",neutral
"Daanncukk

Suwe-suwe Uwong arep ngaret no alas po sawah kudu gowo ""surat Sehat"" 

#jancuk
#asu
#COVID19indonesia 
#COVID19",positive
"Ngatasin virus itu :
Bikin vaksin dulu, baru cek kurva grafik infeksi, melandai apa belom.
Bukan liatin kurva mulu vaksin ga jadi2.
#TerserahIndonesia #covid19 #covid19indonesia",positive
"Ayo Indonesia tunjukan jati dirimu.
#indonesiabisa melawan #COVID19   #COVID19indonesia 
#IndonesiaMelawanCovid19 
#indonesiamerdeka",neutral
kita lihat surabaya seminggu ke depan ya guys!  #COVID19 #COVID19indonesia #covid19surabaya #covid19jawatimur,neutral
"Covid 19 datang ke berbagai negara di dunia untuk menguji sejauh mana penanganan pemerintahnya terkait virus tsb. Indonesia? Kayaknya semakin kedepan semakin memburuk. Bila ada manusia yg berbuat dzolim di kala wabah, smoga azab pedih menimpanya. Amin #covid19 #COVID19indonesia",positive
"Siap2 keluar uang byk klo terpapar covid. 
Rapid test 400rb/pax klo keluarga dirumah ada 5 org kurleb jd 2jt.klo salah satu rapid hslnya reaktif,lanjut PCR test 2jtan/pax.
Lanjut Rapid kedua, PCR kedua,dst.
Belum sembuh tabungan udah habis
#covid19 #COVID19indonesia",positive
"Saat PSBB mulai dirundingkan dan mulai akan di berlakukan, dengan saat yg bersamaan pula data yang terpapar covid19 melonjak di sumsel, apa yang terjadi sebenarnya ? Hal yg aneh kah atau hanya suatu kebetulan ?
#covid19
#COVID19indonesia",negative
"Covidah Rahmadani kapan kamu mudik ke negara asalmu
#COVID19indonesia #pandemic #Covid19",neutral
"corona ga ilang-ilang,pulang kampung ga bisa heu disini manusia cuman bisa bersabar menunggu kabar kapan covid 19 bisa musnah dari negeri kita #bacotsantuy #COVID__19 #IndonesiaMelawanCovid19 #BersatuLawanCovid19 #trendingtopic #DukungUUCorona #COVID19 #COVID19indonesia",neutral
"Mencegah penularan segan, diisolasi tak mau.

Mau mencegah mudharat apamu.

#COVID19 #COVID19indonesia",neutral
"Mall dibuka, kalangan abangan dan sekuler kampret pada rusuh mengunjungi cuma buat beli pakaian baru dan jalan-jalan. Tanpa peduli protokol kesehatan.

#COVID19indonesia #covid19 #indonesiaterserah",positive
"Saya sholat ide dirumah saja..
#IdulFitri #COVID19 #COVID19indonesia #Libur",neutral
"1/22: Di tengah wabah #COVID19, jumlah penerbangan sudah turun 80% - 90% di Indonesia dan 65% di Asia Pasifik. Apa kabarnya buat kita-kita yang penerbangannya dicancel dan menunggu refund?  #COVID19indonesia",neutral
"Daanncukk

Suwe-suwe Uwong arep ngaret no alas po sawah kudu gowo ""surat Sehat"" 

#jancuk
#asu
#COVID19indonesia 
#COVID19",positive
"Ngatasin virus itu :
Bikin vaksin dulu, baru cek kurva grafik infeksi, melandai apa belom.
Bukan liatin kurva mulu vaksin ga jadi2.
#TerserahIndonesia #covid19 #covid19indonesia",positive
